player_id,web_name,full_name,team_id,team_name,position,now_cost,status,selected_percent,form,points_per_game,total_points,minutes_season,ict_index,influence,creativity,threat,chance_play_next,gw_xmins,gw_fixture,gw_fdr,gw_is_home,news,news_added,gw,generated_utc
219,Obafemi,Michael Obafemi,3,Burnley,FWD,44,u,0.1,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,West Ham (A),2,0,has joined VfL Bochum  on loan for the rest of the season.,2025-09-02T12:51:25.555230Z,11,2025-11-14T06:38:28.636215
470,Dúbravka,Martin Dúbravka,3,Burnley,GK,40,a,34.3,3.8,3.2,35,990,34.6,344.4,0.0,0.0,100.0,80.0,West Ham (A),2,0,,2025-08-11T10:30:07.723845Z,11,2025-11-14T06:38:28.636215
676,Ugochukwu,Lesley Ugochukwu,3,Burnley,MID,50,a,0.1,4.8,3.2,32,588,24.8,129.2,31.4,90.0,100.0,80.0,West Ham (A),2,0,,2025-09-14T22:00:08.706775Z,11,2025-11-14T06:38:28.636215
680,Broja,Armando Broja,3,Burnley,FWD,52,a,0.1,0.5,1.0,5,75,2.2,8.4,2.4,10.0,100.0,80.0,West Ham (A),2,0,,2025-08-22T12:30:07.403187Z,11,2025-11-14T06:38:28.636215
722,Florentino,Florentino Ibrain Morris Luís,3,Burnley,MID,50,a,0.1,4.0,3.5,28,657,26.7,159.6,74.8,31.0,,0.0,West Ham (A),2,0,,,11,2025-11-14T06:38:28.636215
66,Neto,Norberto Murara Neto,4,Bournemouth,GK,45,u,0.1,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,Aston Villa (A),3,0,Has joined Botafogo permanently.,2025-08-11T01:25:12.553868Z,11,2025-11-14T06:38:28.636215
67,Petrović,Đorđe Petrović,4,Bournemouth,GK,45,a,5.7,3.2,3.6,40,990,27.7,276.4,0.0,0.0,,0.0,Aston Villa (A),3,0,,,11,2025-11-14T06:38:28.636215
68,Dennis,Will Dennis,4,Bournemouth,GK,40,a,1.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,,0.0,Aston Villa (A),3,0,,,11,2025-11-14T06:38:28.636215
69,McKenna,Callan McKenna,4,Bournemouth,GK,40,a,0.2,0.0,0.0,0,0,0.0,0.0,0.0,0.0,,0.0,Aston Villa (A),3,0,,,11,2025-11-14T06:38:28.636215
70,Paulsen,Alex Paulsen,4,Bournemouth,GK,40,u,0.1,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,Aston Villa (A),3,0,Has joined Lechia Gdansk on loan for the rest of the season.,2025-08-27T12:50:21.648936Z,11,2025-11-14T06:38:28.636215
71,Zabarnyi,Illia Zabarnyi,4,Bournemouth,DEF,50,u,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,Aston Villa (A),3,0,Has joined Paris Saint-Germain permanently.,2025-08-12T13:14:36.028170Z,11,2025-11-14T06:38:28.636215
72,Senesi,Marcos Senesi Barón,4,Bournemouth,DEF,50,a,25.9,3.0,5.3,58,977,47.3,350.0,91.3,31.0,,0.0,Aston Villa (A),3,0,,,11,2025-11-14T06:38:28.636215
73,Smith,Adam Smith,4,Bournemouth,DEF,44,a,0.2,0.2,2.2,9,213,3.6,17.8,14.0,4.0,100.0,80.0,Aston Villa (A),3,0,,2025-08-31T01:00:07.918421Z,11,2025-11-14T06:38:28.636215
74,Truffert,Adrien Truffert,4,Bournemouth,DEF,45,a,2.4,3.2,4.1,45,962,39.5,207.8,156.6,31.0,,0.0,Aston Villa (A),3,0,,,11,2025-11-14T06:38:28.636215
75,Akinmboni,Matai Akinmboni,4,Bournemouth,DEF,39,d,0.3,0.0,0.0,0,0,0.0,0.0,0.0,0.0,25.0,20.0,Aston Villa (A),3,0,Muscle injury - 25% chance of playing,2025-11-07T15:00:08.469996Z,11,2025-11-14T06:38:28.636215
76,Bevan,Owen Bevan,4,Bournemouth,DEF,39,a,0.2,0.0,0.0,0,0,0.0,0.0,0.0,0.0,,0.0,Aston Villa (A),3,0,,,11,2025-11-14T06:38:28.636215
77,Hill,James Hill,4,Bournemouth,DEF,40,a,0.8,0.2,2.4,17,273,9.1,44.0,5.3,41.0,,0.0,Aston Villa (A),3,0,,,11,2025-11-14T06:38:28.636215
78,J.Araujo,Julián Araujo Zúñiga,4,Bournemouth,DEF,39,a,0.7,0.0,0.0,0,0,0.0,0.0,0.0,0.0,100.0,80.0,Aston Villa (A),3,0,,2025-08-28T17:00:07.495624Z,11,2025-11-14T06:38:28.636215
79,Mepham,Chris Mepham,4,Bournemouth,DEF,40,u,0.1,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,Aston Villa (A),3,0,has joined West Bromwich Albion permanently.,2025-09-02T12:54:34.562307Z,11,2025-11-14T06:38:28.636215
80,Soler,Julio Soler Barreto,4,Bournemouth,DEF,40,a,0.2,0.0,1.0,1,1,0.0,0.0,0.0,0.0,100.0,80.0,Aston Villa (A),3,0,,2025-10-16T08:00:09.313004Z,11,2025-11-14T06:38:28.636215
81,Kluivert,Justin Kluivert,4,Bournemouth,MID,70,a,1.0,1.5,1.8,18,392,23.2,71.4,112.9,49.0,100.0,80.0,Aston Villa (A),3,0,,2025-08-10T22:00:04.480285Z,11,2025-11-14T06:38:28.636215
82,Semenyo,Antoine Semenyo,4,Bournemouth,MID,81,a,64.1,2.2,6.8,75,990,79.7,336.6,162.2,297.0,,0.0,Aston Villa (A),3,0,,,11,2025-11-14T06:38:28.636215
84,Tavernier,Marcus Tavernier,4,Bournemouth,MID,55,a,1.7,5.0,4.3,47,856,55.7,180.6,225.7,149.0,,0.0,Aston Villa (A),3,0,,,11,2025-11-14T06:38:28.636215
85,Adams,Tyler Adams,4,Bournemouth,MID,50,a,0.5,4.8,3.4,37,953,35.4,203.8,61.0,88.0,,0.0,Aston Villa (A),3,0,,,11,2025-11-14T06:38:28.636215
86,Brooks,David Brooks,4,Bournemouth,MID,50,a,0.2,0.8,2.1,21,549,33.4,76.8,134.4,129.0,100.0,80.0,Aston Villa (A),3,0,,2025-10-17T13:00:10.379881Z,11,2025-11-14T06:38:28.636215
87,Christie,Ryan Christie,4,Bournemouth,MID,50,a,0.1,2.0,1.8,16,226,15.6,69.2,33.0,53.0,100.0,80.0,Aston Villa (A),3,0,,2025-09-13T21:30:07.956994Z,11,2025-11-14T06:38:28.636215
88,Cook,Lewis Cook,4,Bournemouth,MID,49,a,0.0,1.0,1.0,5,79,3.1,13.8,13.1,3.0,100.0,80.0,Aston Villa (A),3,0,,2025-09-24T06:00:05.966439Z,11,2025-11-14T06:38:28.636215
89,Philip,Philip Billing,4,Bournemouth,MID,49,u,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,Aston Villa (A),3,0,Has joined Midtjylland permanently.,2025-08-27T12:49:57.472718Z,11,2025-11-14T06:38:28.636215
90,Scott,Alex Scott,4,Bournemouth,MID,50,a,0.3,3.0,3.3,36,727,30.0,136.6,111.4,52.0,,0.0,Aston Villa (A),3,0,,,11,2025-11-14T06:38:28.636215
91,Sinisterra,Luis Sinisterra Lucumí,4,Bournemouth,MID,50,u,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,Aston Villa (A),3,0,Has joined Cruzeiro on loan for the rest of the season.,2025-08-26T13:43:19.913048Z,11,2025-11-14T06:38:28.636215
92,Faivre,Romain Faivre,4,Bournemouth,MID,45,u,0.1,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,Aston Villa (A),3,0,has joined Al Taawoun permanently.,2025-09-11T13:43:59.477111Z,11,2025-11-14T06:38:28.636215
93,H.Traorè,Hamed Traorè,4,Bournemouth,MID,45,u,0.4,0.0,4.0,4,16,3.1,21.2,10.0,0.0,0.0,0.0,Aston Villa (A),3,0,has joined Marseille on loan for the rest of the season.,2025-09-02T12:54:34.582455Z,11,2025-11-14T06:38:28.636215
94,Sadi,Dominic Sadi,4,Bournemouth,MID,45,u,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,Aston Villa (A),3,0,has joined Novi Pazar on loan for the rest of the season.,2025-09-22T21:51:49.974133Z,11,2025-11-14T06:38:28.636215
95,Silcott-Duberry,Zain Silcott-Duberry,4,Bournemouth,MID,44,u,0.1,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,Aston Villa (A),3,0,has joined Olympiakos permanently.,2025-09-22T21:51:49.994072Z,11,2025-11-14T06:38:28.636215
96,Winterburn,Ben Winterburn,4,Bournemouth,MID,45,u,0.0,0.0,1.0,1,6,0.0,0.0,0.0,0.0,0.0,0.0,Aston Villa (A),3,0,has joined Barnet on loan for the rest of the season.,2025-09-02T12:54:34.599400Z,11,2025-11-14T06:38:28.636215
97,Evanilson,Francisco Evanilson de Lima Barbosa,4,Bournemouth,FWD,70,a,1.4,0.8,2.8,25,721,36.7,59.0,120.4,190.0,100.0,80.0,Aston Villa (A),3,0,,2025-10-19T01:30:09.447327Z,11,2025-11-14T06:38:28.636215
98,Enes Ünal,Enes Ünal,4,Bournemouth,FWD,54,a,0.0,0.2,1.0,1,1,0.0,0.0,0.0,0.0,100.0,80.0,Aston Villa (A),3,0,,2025-07-21T10:00:04.802496Z,11,2025-11-14T06:38:28.636215
99,Adu-Adjei,Daniel Adu-Adjei,4,Bournemouth,FWD,44,u,0.2,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,Aston Villa (A),3,0,has joined HNK Rijeka permanently.,2025-09-22T21:19:25.247985Z,11,2025-11-14T06:38:28.636215
100,Kroupi.Jr,Junior Kroupi,4,Bournemouth,FWD,46,a,4.7,5.2,3.8,30,251,30.8,142.4,30.1,136.0,,0.0,Aston Villa (A),3,0,,,11,2025-11-14T06:38:28.636215
391,Gannon-Doak,Ben Gannon-Doak,4,Bournemouth,MID,49,a,0.0,0.5,1.8,7,53,4.7,21.2,14.0,11.0,,0.0,Aston Villa (A),3,0,,,11,2025-11-14T06:38:28.636215
685,Diakité,Bafodé Diakité,4,Bournemouth,DEF,45,a,0.4,1.0,3.8,30,720,21.3,161.4,38.3,12.0,100.0,80.0,Aston Villa (A),3,0,,2025-09-13T21:30:08.472990Z,11,2025-11-14T06:38:28.636215
687,Rees-Dottin,Remy Rees-Dottin,4,Bournemouth,MID,44,a,0.1,0.0,0.0,0,0,0.0,0.0,0.0,0.0,,0.0,Aston Villa (A),3,0,,,11,2025-11-14T06:38:28.636215
697,Adli,Amine Adli,4,Bournemouth,MID,54,a,0.0,0.8,1.0,8,210,13.8,52.8,52.1,34.0,,0.0,Aston Villa (A),3,0,,,11,2025-11-14T06:38:28.636215
713,A.Jimenez,Álex Jiménez Sánchez,4,Bournemouth,DEF,45,a,0.0,1.8,1.0,8,409,12.1,63.8,35.0,22.0,,0.0,Aston Villa (A),3,0,,,11,2025-11-14T06:38:28.636215
721,Milosavljević,Veljko Milosavljevic,4,Bournemouth,DEF,45,a,0.0,2.0,3.2,13,275,9.0,72.2,12.1,6.0,,0.0,Aston Villa (A),3,0,,,11,2025-11-14T06:38:28.636215
27,Nelson,Reiss Nelson,5,Brentford,MID,48,a,0.1,0.5,1.0,2,16,2.0,9.0,2.2,9.0,100.0,80.0,Newcastle (H),3,1,,2025-09-26T15:00:07.964360Z,11,2025-11-14T06:38:28.636215
83,O.Dango,Dango Ouattara,5,Brentford,MID,60,a,0.5,5.0,3.9,39,640,41.4,108.6,60.2,250.0,100.0,80.0,Newcastle (H),3,1,,2025-08-14T16:00:05.815568Z,11,2025-11-14T06:38:28.636215
101,Kelleher,Caoimhín Kelleher,5,Brentford,GK,45,a,7.7,2.8,2.9,32,990,22.2,211.2,10.0,0.0,100.0,80.0,Newcastle (H),3,1,,2025-08-09T14:00:04.798673Z,11,2025-11-14T06:38:28.636215
102,Balcombe,Ellery Balcombe,5,Brentford,GK,40,a,0.3,0.0,0.0,0,0,0.0,0.0,0.0,0.0,,0.0,Newcastle (H),3,1,,,11,2025-11-14T06:38:28.636215
103,Cox,Matthew Cox,5,Brentford,GK,40,a,0.1,0.0,0.0,0,0,0.0,0.0,0.0,0.0,,0.0,Newcastle (H),3,1,,,11,2025-11-14T06:38:28.636215
104,Eyestone,Julian Eyestone,5,Brentford,GK,40,a,0.1,0.0,0.0,0,0,0.0,0.0,0.0,0.0,,0.0,Newcastle (H),3,1,,,11,2025-11-14T06:38:28.636215
105,Valdimarsson,Hákon Rafn Valdimarsson,5,Brentford,GK,39,a,0.8,0.0,0.0,0,0,0.0,0.0,0.0,0.0,,0.0,Newcastle (H),3,1,,,11,2025-11-14T06:38:28.636215
106,Collins,Nathan Collins,5,Brentford,DEF,49,a,1.1,3.5,2.9,32,990,38.3,231.0,36.0,114.0,,0.0,Newcastle (H),3,1,,,11,2025-11-14T06:38:28.636215
107,Lewis-Potter,Keane Lewis-Potter,5,Brentford,DEF,49,a,0.3,1.2,2.3,21,446,16.2,61.8,75.8,24.0,,0.0,Newcastle (H),3,1,,,11,2025-11-14T06:38:28.636215
108,Ajer,Kristoffer Ajer,5,Brentford,DEF,44,d,0.2,2.8,2.7,19,388,19.0,82.8,14.8,91.0,75.0,80.0,Newcastle (H),3,1,Back injury - 75% chance of playing,2025-11-10T10:00:08.739589Z,11,2025-11-14T06:38:28.636215
109,Henry,Rico Henry,5,Brentford,DEF,43,a,0.1,0.5,0.8,6,189,4.6,19.0,14.5,14.0,,0.0,Newcastle (H),3,1,,,11,2025-11-14T06:38:28.636215
110,Kayode,Michael Kayode,5,Brentford,DEF,45,a,0.4,3.8,3.1,34,952,41.8,193.4,202.9,21.0,,0.0,Newcastle (H),3,1,,,11,2025-11-14T06:38:28.636215
111,Pinnock,Ethan Pinnock,5,Brentford,DEF,43,a,0.1,0.0,0.0,0,155,4.3,31.8,0.8,10.0,100.0,80.0,Newcastle (H),3,1,,2025-08-18T08:00:05.393517Z,11,2025-11-14T06:38:28.636215
112,Roerslev,Mads Roerslev Rasmussen,5,Brentford,DEF,45,u,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,Newcastle (H),3,1,Has joined Southampton permanently.,2025-08-22T14:17:15.662878Z,11,2025-11-14T06:38:28.636215
113,Van den Berg,Sepp van den Berg,5,Brentford,DEF,45,a,0.6,3.5,3.1,34,990,39.0,224.6,16.1,148.0,,0.0,Newcastle (H),3,1,,,11,2025-11-14T06:38:28.636215
114,Arthur,Benjamin Arthur,5,Brentford,DEF,39,a,0.2,0.0,0.0,0,0,0.0,0.0,0.0,0.0,100.0,80.0,Newcastle (H),3,1,,2025-10-31T17:00:08.779634Z,11,2025-11-14T06:38:28.636215
115,Fredrick,Benjamin Fredrick,5,Brentford,DEF,40,u,0.1,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,Newcastle (H),3,1,has joined Dender on loan for the rest of the season.,2025-09-22T21:16:59.169077Z,11,2025-11-14T06:38:28.636215
116,Hickey,Aaron Hickey,5,Brentford,DEF,40,a,0.3,0.5,1.3,8,253,6.0,24.8,5.6,29.0,100.0,80.0,Newcastle (H),3,1,,2025-10-16T08:00:09.344205Z,11,2025-11-14T06:38:28.636215
117,Ji-soo,Kim Ji-soo,5,Brentford,DEF,39,u,0.1,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,Newcastle (H),3,1,has joined Kaiserslautern on loan for the rest of the season.,2025-09-22T21:16:59.154227Z,11,2025-11-14T06:38:28.636215
118,Meghoma,Jayden Meghoma,5,Brentford,DEF,40,u,0.1,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,Newcastle (H),3,1,Has joined Rangers on loan for the rest of the season.,2025-08-19T13:37:28.261506Z,11,2025-11-14T06:38:28.636215
120,Schade,Kevin Schade,5,Brentford,MID,70,a,0.8,5.5,3.6,40,920,59.5,190.8,152.0,251.0,100.0,80.0,Newcastle (H),3,1,,2025-08-09T14:00:04.851048Z,11,2025-11-14T06:38:28.636215
121,Damsgaard,Mikkel Damsgaard,5,Brentford,MID,58,a,0.6,3.5,3.7,33,715,48.8,161.4,239.4,86.0,,0.0,Newcastle (H),3,1,,,11,2025-11-14T06:38:28.636215
122,Milambo,Antoni Milambo,5,Brentford,MID,52,i,0.0,0.0,1.0,1,45,0.6,4.0,1.8,0.0,0.0,0.0,Newcastle (H),3,1,Knee injury - Expected back 01 Jun,2025-10-16T08:00:09.362049Z,11,2025-11-14T06:38:28.636215
123,Carvalho,Fábio Freitas Gouveia Carvalho,5,Brentford,MID,48,a,0.2,0.2,2.2,13,100,8.1,39.0,6.5,36.0,,0.0,Newcastle (H),3,1,,,11,2025-11-14T06:38:28.636215
124,Henderson,Jordan Henderson,5,Brentford,MID,50,a,0.4,1.8,2.6,29,829,30.6,130.6,161.3,15.0,,0.0,Newcastle (H),3,1,,,11,2025-11-14T06:38:28.636215
125,Janelt,Vitaly Janelt,5,Brentford,MID,49,a,0.0,1.8,1.4,10,145,7.6,22.8,38.0,16.0,100.0,80.0,Newcastle (H),3,1,,2025-08-09T14:00:04.867824Z,11,2025-11-14T06:38:28.636215
126,Jensen,Mathias Jensen,5,Brentford,MID,49,a,0.1,2.2,2.3,21,214,20.0,103.6,56.4,40.0,,0.0,Newcastle (H),3,1,,,11,2025-11-14T06:38:28.636215
127,Nunes,Gustavo Nunes Fernandes Gomes,5,Brentford,MID,49,a,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,100.0,80.0,Newcastle (H),3,1,,2025-08-09T14:00:04.884092Z,11,2025-11-14T06:38:28.636215
128,Onyeka,Frank Onyeka,5,Brentford,MID,49,a,0.1,0.2,2.0,12,88,4.6,28.4,13.6,4.0,,0.0,Newcastle (H),3,1,,,11,2025-11-14T06:38:28.636215
129,Yarmoliuk,Yehor Yarmoliuk,5,Brentford,MID,50,a,0.1,2.5,3.0,33,868,28.4,141.2,101.4,43.0,100.0,80.0,Newcastle (H),3,1,,2025-10-25T23:00:07.803030Z,11,2025-11-14T06:38:28.636215
130,Donovan,Romelle Donovan,5,Brentford,MID,45,a,0.1,0.0,0.0,0,0,0.0,0.0,0.0,0.0,,0.0,Newcastle (H),3,1,,,11,2025-11-14T06:38:28.636215
131,Konak,Yunus Emre Konak,5,Brentford,MID,44,a,0.2,0.0,0.0,0,0,0.0,0.0,0.0,0.0,,0.0,Newcastle (H),3,1,,,11,2025-11-14T06:38:28.636215
132,Maghoma,Paris Maghoma,5,Brentford,MID,45,a,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,100.0,80.0,Newcastle (H),3,1,,2025-08-14T16:00:05.924672Z,11,2025-11-14T06:38:28.636215
133,Peart-Harris,Myles Peart-Harris,5,Brentford,MID,44,a,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,,0.0,Newcastle (H),3,1,,,11,2025-11-14T06:38:28.636215
134,Trevitt,Ryan Trevitt,5,Brentford,MID,45,u,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,Newcastle (H),3,1,Has joined Wigan on loan for the rest of the season,2025-08-11T01:07:54.335986Z,11,2025-11-14T06:38:28.636215
136,Thiago,Igor Thiago Nascimento Rodrigues,5,Brentford,FWD,63,a,10.6,7.0,5.5,60,921,80.0,343.4,93.5,363.0,,0.0,Newcastle (H),3,1,,,11,2025-11-14T06:38:28.636215
137,Morgan,Iwan Morgan,5,Brentford,FWD,44,a,0.4,0.0,0.0,0,0,0.0,0.0,0.0,0.0,,0.0,Newcastle (H),3,1,,,11,2025-11-14T06:38:28.636215
748,Dasilva,Josh Dasilva,5,Brentford,MID,50,a,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,,0.0,Newcastle (H),3,1,,,11,2025-11-14T06:38:28.636215
138,Steele,Jason Steele,6,Brighton,GK,43,a,0.3,0.0,0.0,0,0,0.0,0.0,0.0,0.0,,0.0,Crystal Palace (A),3,0,,,11,2025-11-14T06:38:28.636215
139,Verbruggen,Bart Verbruggen,6,Brighton,GK,44,a,4.0,3.8,2.4,26,990,22.8,218.8,10.0,0.0,,0.0,Crystal Palace (A),3,0,,,11,2025-11-14T06:38:28.636215
140,McGill,Tom McGill,6,Brighton,GK,40,a,0.3,0.0,0.0,0,0,0.0,0.0,0.0,0.0,,0.0,Crystal Palace (A),3,0,,,11,2025-11-14T06:38:28.636215
141,Rushworth,Carl Rushworth,6,Brighton,GK,40,u,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,Crystal Palace (A),3,0,Has joined Coventry City on loan for the rest of the season.,2025-07-25T14:54:18.206318Z,11,2025-11-14T06:38:28.636215
142,Scherpen,Kjell Scherpen,6,Brighton,GK,40,u,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,Crystal Palace (A),3,0,Has joined Union SG permanently,2025-07-25T14:53:26.961790Z,11,2025-11-14T06:38:28.636215
143,Boscagli,Olivier Boscagli,6,Brighton,DEF,43,a,0.1,0.0,0.0,0,0,0.0,0.0,0.0,0.0,,0.0,Crystal Palace (A),3,0,,,11,2025-11-14T06:38:28.636215
144,Coppola,Diego Coppola,6,Brighton,DEF,43,a,0.1,0.2,1.0,3,17,0.8,7.8,0.1,0.0,,0.0,Crystal Palace (A),3,0,,,11,2025-11-14T06:38:28.636215
145,De Cuyper,Maxim De Cuyper,6,Brighton,DEF,43,a,1.8,0.5,1.8,16,411,24.3,84.0,84.9,73.0,100.0,80.0,Crystal Palace (A),3,0,,2025-09-13T21:30:07.998380Z,11,2025-11-14T06:38:28.636215
146,Dunk,Lewis Dunk,6,Brighton,DEF,45,a,1.1,3.5,2.6,29,990,24.3,168.6,23.9,49.0,,0.0,Crystal Palace (A),3,0,,,11,2025-11-14T06:38:28.636215
147,Estupiñan,Pervis Estupiñán Tenorio,6,Brighton,DEF,45,u,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,Crystal Palace (A),3,0,Has joined AC Milan permanently,2025-07-24T10:14:09.955203Z,11,2025-11-14T06:38:28.636215
148,F.Kadıoğlu,Ferdi Kadıoğlu,6,Brighton,DEF,44,a,0.2,3.2,2.2,22,734,24.0,116.4,76.7,45.0,,0.0,Crystal Palace (A),3,0,,,11,2025-11-14T06:38:28.636215
150,Lamptey,Tariq Lamptey,6,Brighton,DEF,44,u,0.1,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,Crystal Palace (A),3,0,has joined Fiorentina permanently.,2025-09-02T12:06:29.254107Z,11,2025-11-14T06:38:28.636215
151,Van Hecke,Jan Paul van Hecke,6,Brighton,DEF,44,a,1.3,4.5,3.6,40,990,46.6,320.4,43.3,101.0,,0.0,Crystal Palace (A),3,0,,,11,2025-11-14T06:38:28.636215
152,Veltman,Joël Veltman,6,Brighton,DEF,43,a,0.1,0.0,1.4,7,339,9.7,69.2,20.5,6.0,100.0,80.0,Crystal Palace (A),3,0,,2025-10-02T13:00:07.706508Z,11,2025-11-14T06:38:28.636215
153,Webster,Adam Webster,6,Brighton,DEF,44,i,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,Crystal Palace (A),3,0,Knee injury - Unknown return date,2025-08-08T14:30:04.202011Z,11,2025-11-14T06:38:28.636215
154,Cashin,Eiran Cashin,6,Brighton,DEF,40,u,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,Crystal Palace (A),3,0,Has joined Birmingham on loan for the rest of the season.,2025-07-28T11:50:54.390347Z,11,2025-11-14T06:38:28.636215
155,Slater,Jacob Slater,6,Brighton,DEF,40,u,0.1,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,Crystal Palace (A),3,0,has joined Harrogate Town on loan until January.,2025-09-22T21:52:58.462370Z,11,2025-11-14T06:38:28.636215
156,Tasker,Charlie Tasker,6,Brighton,DEF,39,a,0.1,0.0,0.0,0,0,0.0,0.0,0.0,0.0,,0.0,Crystal Palace (A),3,0,,,11,2025-11-14T06:38:28.636215
157,Mitoma,Mitoma Kaoru,6,Brighton,MID,62,d,2.0,0.0,3.3,20,508,26.9,88.4,95.8,88.0,25.0,20.0,Crystal Palace (A),3,0,Knock - 25% chance of playing,2025-10-02T13:00:07.769683Z,11,2025-11-14T06:38:28.636215
158,Georginio,Georginio Rutter,6,Brighton,MID,57,a,0.4,3.5,3.0,30,678,31.1,97.6,112.4,101.0,100.0,80.0,Crystal Palace (A),3,0,,2025-08-25T07:30:07.559102Z,11,2025-11-14T06:38:28.636215
159,March,Solly March,6,Brighton,MID,58,i,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,Crystal Palace (A),3,0,Knee injury - Unknown return date,2025-08-10T18:00:05.450301Z,11,2025-11-14T06:38:28.636215
160,Minteh,Yankuba Minteh,6,Brighton,MID,60,a,4.8,4.8,4.5,50,949,68.9,193.0,245.8,248.0,,0.0,Crystal Palace (A),3,0,,,11,2025-11-14T06:38:28.636215
161,Enciso,Julio Enciso Espínola,6,Brighton,MID,54,u,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,Crystal Palace (A),3,0,has joined Strasbourg permanently.,2025-08-10T18:00:05.470138Z,11,2025-11-14T06:38:28.636215
162,Gruda,Brajan Gruda,6,Brighton,MID,54,d,0.0,0.0,2.7,19,218,22.4,74.0,56.3,94.0,25.0,20.0,Crystal Palace (A),3,0,Knee injury - 25% chance of playing,2025-10-16T12:30:10.115478Z,11,2025-11-14T06:38:28.636215
163,Hinshelwood,Jack Hinshelwood,6,Brighton,MID,51,i,0.0,0.0,1.3,4,107,1.2,9.4,2.0,0.0,0.0,0.0,Crystal Palace (A),3,0,Ankle injury - Unknown return date,2025-09-13T21:30:08.019508Z,11,2025-11-14T06:38:28.636215
164,O'Riley,Matt O'Riley,6,Brighton,MID,55,u,0.4,0.0,6.0,12,177,19.0,60.8,66.6,63.0,0.0,0.0,Crystal Palace (A),3,0,has joined Marseille on loan for the rest of the season.,2025-09-02T12:06:29.272628Z,11,2025-11-14T06:38:28.636215
165,Sima,Abdallah Sima,6,Brighton,MID,54,u,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,Crystal Palace (A),3,0,has joined Lens permanently.,2025-09-02T12:06:29.290672Z,11,2025-11-14T06:38:28.636215
166,Ayari,Yasin Ayari,6,Brighton,MID,49,a,0.3,2.2,2.6,29,871,37.2,130.4,134.3,107.0,,0.0,Crystal Palace (A),3,0,,,11,2025-11-14T06:38:28.636215
167,Baleba,Carlos Baleba,6,Brighton,MID,47,a,2.0,2.0,1.5,16,644,8.4,27.6,47.6,10.0,,0.0,Crystal Palace (A),3,0,,,11,2025-11-14T06:38:28.636215
169,Gomez,Diego Gómez Amarilla,6,Brighton,MID,49,a,0.2,5.2,2.8,28,538,46.5,168.0,119.0,176.0,100.0,80.0,Crystal Palace (A),3,0,,2025-10-16T12:30:10.190452Z,11,2025-11-14T06:38:28.636215
170,Milner,James Milner,6,Brighton,MID,49,d,0.1,1.2,2.1,15,187,16.8,79.6,71.2,17.0,25.0,20.0,Crystal Palace (A),3,0,Muscle injury - 25% chance of playing,2025-10-28T21:00:08.282346Z,11,2025-11-14T06:38:28.636215
171,Sarmiento,Jeremy Sarmiento Morante,6,Brighton,MID,49,u,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,Crystal Palace (A),3,0,has joined Cremonese on loan for the rest of the season.,2025-09-02T12:06:29.308383Z,11,2025-11-14T06:38:28.636215
172,Watson,Tom Watson,6,Brighton,MID,49,a,0.0,0.5,1.0,2,40,1.4,5.6,1.3,7.0,100.0,80.0,Crystal Palace (A),3,0,,2025-08-10T18:00:05.491553Z,11,2025-11-14T06:38:28.636215
